text,label
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0.0
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0.0
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0.0
Rasanyaa hari ini sedikit cemas.,0.0
"Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu,dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang,itulah ketenangan sejati~",0.0
"Harap harap cemas 😢, harus seperti ini terus.",0.0
Kok resah dan gelisah yo 🤔,0.0
Gelisah bgt kira2 mau ada apa ya,0.0
"tbtb gelisah, tf is wrong with meh?",0.0
"kenapa ya kayaknya malem ini gue gelisah, sedih kayak pengen nangis tp gatau sedihin apa",0.0
mengapa bgtu gelisah? yg pasti bukan krna thr tanpa tukin. ..tpi smua krna koe,0.0
"Skripsi tidak berbahaya. Tapi gelisah berlanjutan karena skripsi belum selesai, bisa berbahaya bagi jantung.",0.0
gimana si biar tenang asli tbtb degdegan trs keringetan ama gelisah gitu😔,0.0
Dan lagi tiba-tiba perasaan jadi deg deg an dan cemas tanpa tau karena apa :(.,0.0
"pagi² udah ga enak banget nih hati, cemas banget rasanya 😔",0.0
"Jika kamu resah &amp; gelisah adukan saja kepada RABB""mu dan bacalah Al-Qur'an agar hati jadi sejuk dan kurangi menyinyir terhadap orang lain #bowochallenge #iwartabowochallenge",0.0
mengendalikan rasa cemas yang berlebihan,0.0
Saat mendengar lagu hati jd tenang dan saat mendengar Al-Quran hati jadi serabut dan gelisah.. itu petanda hati dilanda CORONA BERONA.. perlu direnungi.. kerana hidup itu bukan main-main,0.0
resah gelisah menghantui diri,0.0
"Masa puncak stress gua udh lewat dan gua berisiknya baru skrg. After going out with my friends yesterday, that makes me feel kinda better. Tadinya sempet takut dan gelisah mau keluar, yes krn anxiety lg aktif. But well I hope i'll gain some weight after this badai, bismillaah",0.0
paling cemas kalau mama udah sakit.,0.0
jangan cemas dulu:),0.0
"""kemarin cemas setengah mati, sekarang istri udah sadar kaku lagi.. gimana sih""",0.0
Terakhir kali ngerasain hal se gelisah ini pas hari Rabu. Pas tau mamanya meninggal. Semoga ini bukan pertanda lagi yaa,0.0
Ntah butuh brp tahun terjun sampe bisa ngerasain turun jaga tanpa rasa cemas 😶🥲,0.0
"Mau nanya, pernah gak sih kalian cemas sama hal yang kalian suka? Bahkan karena suka banget sama hal itu, sampe ngerasa itu adalah bagian dari hidup kalian. Tapi setiap kali ngelakuin atau inget hal itu kalian jadi cemas. Menurut kalian harus gimana? :(",0.0
"Np sih w tiap piket tuh selalu gelisah :"" padahal cuma piket, tp tkut bgt rasanya, degdegan :""",0.0
DEMI ALLAH GUA MASIH CEMAS.,0.0
Ku ingin hembuskan gelisah di dada dengan nafasku,0.0
Ku ingin hembuskan gelisah di dada dengan nafasku,0.0
"Cemas sendiri, sedih sendiri, tidak memiliki tenang",0.0
"Ada apa ini aku cemas, aduh moga gapapa",0.0
"Gue tuh suka gini ya, deg degan dengan hal yang ga tentu, gue ga tau kenapa tapi rasanya gelisah banget. ANEHHH.",0.0
Gelisah bgt anjir kenapa ya,0.0
tapi hatinya mah tetep gelisah walau mulut ngomong,0.0
tapi hatinya mah tetep gelisah walau mulut ngomong,0.0
tapi hatinya mah tetep gelisah walau mulut ngomong,0.0
tapi hatinya mah tetep gelisah walau mulut ngomong,0.0
Daritadi saya gelisah sampai sesak. What's wrong?,0.0
"Adf- my ada yang tau gak sih aku ini kenapa? Dari kemarin rasanya gelisah, kayak cemas/ khawatir berlebihan, tiba-tiba ngerasa sedih, takut aja. Tapi aku sendiri juga gak tau kenapa kok gini",0.0
"Gegana, gelisah, speecheles entah apa penyebabnya :""",0.0
dah males.. gue jadi gelisah faaak,0.0
"tidur susah, pikiran kacau, hati gelisah. Semua tak selaras",1.0
Udah ngalihin fokus ke yang lain tapi tetep cemas,1.0
setiap istirahat pasti gelisah kyk ada yg ganjel tp apaan ya,1.0
"udaa 2 harian tidur gue ga nyenyak bgt, kaya gelisah gt. kenapa yaaa :( [].",1.0
"Bener-bener cemas, pengen nangis.",1.0
"selalu gelisah tiap malem, pdahal gatau kenapa, salah apa. aneh.",1.0
"bingung ga enak bgt akhir"" ini tiap mau tidur bawaannya gelisah terus",1.0
"kdg yang dibutuhin kalo lagi ada masalah adalah ketawa-ketawa sampe lupa kalo lagi ada masalah, pas inget lagi kayak gelisah aj gitu “yahh anj ternyata msh ada beban sedih” asdfghjklzxccvbnm",1.0
Kadang pemikiran sendiri yang bikin diri cemas dan takut buat nutupin mata sampai sampai ga tidur,1.0
Berjaya online at 9am. Tidur pun dalam keadaan gelisah what is wrong with me,1.0
Gk bisa tidorr.Gelisah aja bawaannya,1.0
sedikit resah. sedikit gelisah. yang dirasa selalu merasa bersalah. maaf jikalau saya belum bisa menjadi yang terbaik seperti yang sudah sudah:’,1.0
kenapa hari ini hati rasanya nggak baik ..cemburu ?.gelisah ?.kecewa ?.merasa gagal ?,1.0
Jd kebiasaan dr sd kalau gua mikir sesuatu bakal jd cemas gk bisa tidr,1.0
"Dari kemarin kemarin ngerasa ga mood, sensitiv bgt parah, perasaan gelisah, selalu dibuat kaget dan bnyk kejutan setiap harinya yg hampir bikin otak gue mo meledak, semua org jadi sasaran atas mood yg naik turun.Tpi hari ini ngerasa bersyukur banget drama perkuliahaan ini slesai",1.0
"Hai, mau cerita... Akhir-akhir ini aku merasa gelisah, susah tidur, aku cari di google katanya sih gejala depresi ringan, aku dulu pernah di bilangin tmn mama ku psikolog ""jangan banyak berfikir yg gk penting kamu mudah depresi"" trs aku sering bernafas tdk beraturan.",1.0
sejak pandemi gabuka laptop sehari berasa gelisah ky punya beban hidup berat banget,1.0
"Baru kali ini gue ngalamin gangguan kecemasan dalam tidur, dan itu gak enak banget. Padahal lagi gak mikir apa2, tapi gelisah",1.0
udah semingguan rasanya gelisah terus kepala rasanya penuh pengen istirahat pdh tidur terus,1.0
"Cemas, serba ketakutan,, takut perang terjadi, takut krisis ekonomi, takut polusi udara, wabah penyakit, air bersih, dll. Kapan senengnya?",1.0
"Belakangan ini semua serba mendadak, mendadak seneng, mendadak sedih, mendadak cemas, mendadak santai, mendadak semangat, mendadak lesu, dll. Ga suka sebenernya sama semua yang dadakan, ya tapi mau gimana. Hahaha",1.0
"i'm so sorry, tapi bisa kasi kata2 semangat gak? aku cemas banget gak bisa bahagiain anak2.",1.0
"Sometimes I can't even rest. Selalu cemas, khawatir ini itu, padahal udah capek",1.0
"udh berapa hari kalo malem kaya gelisah gtu terus pas siang nyaa pikiran kaya kosong, kenapa yaa",1.0
"dr kmrn tdr gaenak bgt, gelisah mulu bawaan nya cape🥴",1.0
"🦈 aku belum tidur, dan sekarang kepalaku sakit banget. Ngantuk, tapi gak bisa tidur gitu, udah coba merem juga tapi malah gelisah 🤕🤕",1.0
"Aku lapar, lemas, lesu, gelisah.",1.0
"Tidurnya 3 jam, selebihnya gelisah. Coba berbagai posisi dan cara tak kunjung terlelap. Bener-bener ini pikiran harus bisa ngendaliinnya..",1.0
Ada ga nih yang kalau lagi sakit bukannya bisa tidur nyenyak tp malah tidur gelisah mulu?,1.0
Gelisah akibat berimajinasi terlalu lama dan tinggi sampe males yang mau tidur.,1.0
Demi Tuhan capek banget sama cemas.,1.0
"Selama 3 tahun nyaman dgn kondisi seperti ini, dalam cemas bertanya tanya apakah beberapa hari kemudian semua akan berubah? I don't know, lagi lagi krisis kepercayaan diri😭",1.0
"Hmm ke gatau maua ngapain, tapi gelisah",1.0
Gelisah banget ga bisa tidur 🙁,1.0
sedih karena belum bisa menghasilkan apa2 tapi suka mengeluh tiap hari karena kelelahan ngurus anak 😭 lihat badan malah makin membesar ya ampuuun makin gelisah,1.0
"Setiap abis magrib knp ya pasti hati ini gelisah kyk gak bisa nerima keadaan. Tapi dgn keadaan begini gak bisa berbuat apa2, kalo di lakuin juga cuman bisa memperkeruh suasana 😞",1.0
"sumpah aku gabisa tidur...tidur sih, tapi kek gak tidur...gelisah banget..",1.0
apa tida bisa ya ga ganggu hidup orang? sampe cemas dan gabisa tidur😭😭😭,1.0
"waktu terus berjalan..hari terus berlalu..seiring itu juga hati semakin gelisah dan terlukaa...ya Allah aku tau Kau mengujiku dgn rasa sabar ini, dan Kau mengujiku dgn segala yg terjadi..ampuni aku yg mulai melemah dan hilang semangat untuk terus berjuang dan bertahan...",1.0
Kenapa setiap mau tidur pagi gue gelisah trs🤡🤡,1.0
"Mulai cemas lagi kalo dah bnyk jadwal, pdhl kemarin-kemarin dah tersusun dgn rapi. Kok biso kecolongan aduh :’)",1.0
"acas deg degan tapi gatau kenapa, gaada penyebab, gelisah, sakit perut tapi takut gitu, tau ah capek, ini udah ketiga kalinya untuk hari ini, hah — hah :)",1.0
"cape overtingking,cape cemas berlebihan, cape pokonya cape",1.0
"akhir"" ini ngerasa takut &amp; cemas banget mikirin hari h buat ospek kerja besuk senin😭🥺.jujur takut banget karna aku bukan yg cpt banget deket sama temen,takut gabisa,takut ngecewain,dan kalo tiba tiba keinget langsung nangis😞",1.0
"Ini kenapa gabisa tidur, gelisah bgt...",1.0
"Gelisah, resah, jdi satu. Ga bisa konsen. Tidur pun tak mampu",1.0
ni biasanya kalo gelisah lama gini pasti abis itu ada deh kejadian yg ngga ngga,1.0
di keluarga ayah semua pinter2 like pasti ekspektasi ke gue jg tinggi😢 bikin cemas bgt mikir ini huhu,1.0
"ketika bipolar lu kambuh selamat datang sesak nafas,tremor,cemas,ketakutan,selfharm dll",1.0
Kl udh kepikiran terus ga tuntas tuh rasanya gelisah banget emg,1.0
"gelisah banget mau milih antara boring or chilling , TOLONGGG😭😭",1.0
"“besok kerja” seketika mual, asam lambung naik, pusing, gabisa tidur, gelisah. harus apa yaa🥺",1.0
"Aneh. Gua hari ini ga nugas dan agak luang jadi bisa baca novel yang dangkrak tapi... rasanya aneh. 😟 Dari tadi gelisah ngecek google calender jaga2 kalau salah baca. Tapi masih aneh🥺 gimana ini yak, spt nya harusnya mencari kesibukan untuk menghilangkan perasaan ini.",1.0
"Pas udah kelar semua begini kenapa pusing banget pala gue .......Tapi sumpah gue gamau tidur, gue gelisah banget kalau disuruh tidur.",1.0
[cm] mau lulus aja banyak bgt rintangannya yaa 😩😫 capek bgt guyssss mau rest bentar tapi gabisa kayak gelisah gitu,1.0
"Suka ga ngerti sama diri sendiri. Punya mental gampang bgt down, sering banget ngerasa khawatir atau cemas, susah ngontrol pikiran, mudah banget sakit hati. Kadang yang bikin diri kita sendiri menderita adalah terlalu memikirkan apa kata orang.",1.0
"Jujur, dari dulu sampe sekarang, sejak 4 tahun terakhir, musuh terberatku dalam menulis adalah perasaan anxiety. Gak ada alasan yang begitu detail, cuma tiba-tiba gelisah gak jelas aja, sampe kadang kalau parah banget bisa bikin stop nulis berbulan-bulan.",1.0
"[cm] guys gmn sih rasanyaa, tiap hari kayak cemas bgt mikirin skripsi, jadwal sidang agustus bgt dan sampe skrg msh ngambang, mau revisian kayak otaknya kopong gitu aja tp tiap hari cemas bgt sampe gemeteran 😭😭",1.0
"dibangunin rasa gelisah ini mah judulnya,,, udh tidur larut  masih aja bangun pagi",1.0
"Lebaran makin dekat. Ya Allah males bgt rasanya mau ketemu keluarga besar, males bgt ditanyain macemmacem, belum apaapa udah ga nyaman aja ni hati cemas bgt fak😭",1.0
"Katanya gua kuat, gua batu wkwk gua selalu panic attack kalo malem gelisah ga jelas mana ada yang tau wkwk gua ga keluar kamar seharian karna udh cape bgt boro² ada yg peduli malah di bilang males²an padahal mereka gatau alasan gua begitu kenapa. Kayanya mentalhealt gua gapenting",1.0
"Hari ini energinya berat banget. Harus ke dokter, USG, lalu rontgen. Hasilnya baru ketahuan besok. Duh, cemas banget.",1.0
-rek kalian kalau mulai cemas ngapain biar reda?,1.0
pen tidur tpi gelisah.pahamkan?,1.0
hloo? wkwk udh lama ga jbjb mutual. akun ku mlah jd kliatan kyak bot rt ya😭 ..tbh akhir2 ini ak ngrasa cape. rasa cemas slalu tiba2 dteng tanpa sebab smpe ak mikir i hate myself even more. bhkan kmaren smpe di titik dmn pikiran nyakitin diri sndiri dteng ke otak ak,1.0
Gabisa tidur karena cemas ga enak banget gabisa di bawa nonton juga,1.0
"Gini bgt rasanya.. ga tenang, gelisah 😥 kaga tau knp, tidur kebangun2 trus, dihati dipikiran serasa numpuk mikirin apa ntah..",1.0
Pengen tidur doang ya allah malah gelisah ga jelas 😭😭,1.0
i get trauma. waktu kecil dikatain jelek karena punya tai lalat. pas udah beranjak gede sekitar sma juga pernah dikatain jelek sama cowo. emg punya tai lalat itu cacat kah? apa suatu kesalahan aku punya tai lalat? gatau knp aku akhir akhir ini mulai cemas lagi soal masalah ini😭,1.0
duhh kok cemas tbtb ya akuu 🥺🥺,1.0
"Kalau lagi cemas tuh beneran tangan berasa lemes banget, deg-degan. Tapi bangga, selalu percaya kalau fase-fase begitu tu cuma sementara 🤗",1.0
Gelisah mikirin idup,1.0
Semakin dekat hari Raya Idul Fitri ada rasa gelisah dan resah walaupun aq bisa menutupi dgn senyumku..Sudah hampir 8 thn hari Raya tanpa makna dan terbiasa sendiri...Hanya bersyukur kepada Allah masih dpt berpuasa Ramadhan dan Lebaran...Dah Gitu Ajah,1.0
Kenapa tiap lagi ngerjain tugas selalu gelisah anjir terus pusing parah bikin mumet gabisa fokus atuhlah,1.0
Jadi saat waktunya tiba aku ga akan kaget lagi dan ga kecewa berlebihan. aku merendahkan ekspektasiku di tengah banyak kemungkinan. Itu aku urungkan karena aku tau dan sadar diri. Sekarang harusnya aku ga akan gelisah lg kan? Tp kenapa aku masih belum siap?,1.0
"Overthinking, gelisah, pusing sendiri, cape, pengen nangis, nyesek mulai memasuki ruangan 🤧",1.0
"TAKUT, PASRAH, CEMAS, YA GIMANA YA???",1.0
Suka cemas sama masa depan,1.0
"Uda brpa hari tidur ga nyenyak bgt, gelisah banget🥲",1.0
"Biasanya tidur pules tiap siang, ni mau istirahat bentar aja rasanya gelisah gegara tugas belom pada selesai😭😭",1.0
"mau tidur gelisah, bangun tidur gelisah. mau mati apa gimana ini ,",1.0
Emosional ketika PMS dilatarbelakangi oleh insekuritas yg juga meningkat akibat hormon-hormon ini. Entah kenapa jd akan merasa cemas ke banyak hal tanpa alasan kalopun ada alasannya keknya lebay aja ampe segitunya 🙃🙃🙃,1.0
"Pernah gasi ngerasain tiap hari gelisah karena mencemaskan masa depan, seharian mikirin ituuu aja terus, jujursih ya cape banget capeeeee bangett, cuma harus banyak plan abcdefg untuk kedepannya, cuma bisa bilang ke diri sendiri ""yo semangat yo"" :')",1.0
"kalo gelisah gabisa tidur wajar.. plis ini lagi seneng, masa gabisa tidur juga:)",1.0
"aku kecik hati. aku pujuk diri sendiri. orang lain kecik hati, aku gelisah, terfikir macam mana nak baik kan keadaan. I'm nothing.",1.0
"Pernah egk sih klian ngerasa kyk sedih tpie egk sedih, tpie kyk gelisah tpie egk tw apa kyk bingung, mau nya bobo aj tpie egk bsa",1.0
"caraa biar ga mikirrin hal hal negatif dan ga gampang cemas gimanaa sii, mau hidupp tenang tanpa tiap menit mikir yg ga seharus nya di pikirin.... 😞😩",1.0
pls aku gelisah banget gabisa tidur ☹️☹️,1.0
"Badan ngilu, tidur ga nyenyak, pikiran cemas, pertanda apakah itu?",1.0
"Seriusan dah seumur umur ga pernah cemas kalo nambah umur, tapi kok menginjak 24 ini gue cemas banget ya, rasanya kayak ""my time is running out"".",1.0
"Stres berkepanjangan,depresi setiap malam,merasa gelisah,udah bangkit berkali kali tapi hasilnya zonk, merasa mengandalkan Tuhan tidak ada gunanya ? Hei!! Cobalah untuk ""menyerah'' :)",1.0
Biasanya tuh paling lambat jm 9 udh tidur. Ini gegara kepikiran sesuatu malah gelisah,1.0
"mungkin emang fasenya ya di umur 20 an ngerasain hal yang kok hidup kek gini aja ya, kaya blm hasilin apa2, ovethingking masalah masa depan sampe ke bawa jadi cemas gitu.",1.0
Lemes tp gelisah gini sih badan,1.0
"Ga jadi tidur, gelisah bgt mikirin masa depan@@",1.0
Sudah bbrapa malam wktu tidur hanya sejam hehe gelisah begitu bun🤪,1.0
Gak bisa tidur malem ini kok gelisah bgt ya,1.0
"Nafsu makan turun, Berat badan turun, cemas berlibahan sering nangis apakah ini yang dinamakan depresi",1.0
Insom + gelisah mulu tiap hari 😭,1.0
"Sblmnya cin minta maaf bgt akun ini lg gk berjalan sesuai ekspektasi kalian. Gk tau knp blkngn ini sedih trs, gelisah, pngn nyerah, sering panik...Cin tau waktu trs berjalan, i really try so hard but sorry lagi"" cin gagal...Maaf ya semuanya, cin blm bs ksh hal positif ke kalian:)",1.0
"[cm] ikut organisasi kampus ternyata secapek ini ya 😭 ngga cuma capek fisik, tapi capek hati juga. aku tiap mau rapat selalu ketakutan, selalu cemas, selalu pengen nangis. pengen udahan tapi nyatanya nyerah lebih susah dr pd bertahan",1.0
"Kek susah tidur, kek org gelisah, tidur bentar bangun lagi tidur lagi bangun lagi, duh, tips biar bisa tidur gimana, harus gak ngerasa gelisah kali ya 🤔",1.0
Gelisah sekujur badan; mood acak-acakan; nggak tau arah; cepatlah usai.,1.0
bangun-bangun trs gelisah tu kenapaaaa,1.0
"Ya intinya bgtu gw lg ngerasain cape,sedih,kesel,gelisah. Kayak rasa tuh campur aduk di hati sama pikiran, di otak gw tu lg travelling berbagai byk hal dr masalah sampe Bahagia yg pernah gw rasain sampe detik ini.",1.0
Ketika efek obat depres udah mulai ilang dan fase depres udah mulai muncul tuh capek banget,1.0
"Kmrn ngga ada tidur, baru bisa tidurnya jam stngh 7 td pagi tp jam 8 udah kebangun...Trus ngga bisa Tidur lg sampe sore baru tidur cuma stngh jam.......Lah jam 00.55 tiba2 ngerasa gelisah,sesak nafas,&amp; pengen nangis.. ini gw kenapa lg 😑 padahal ngga lg mikirin apa2",1.0
"Setiap malam kadang suka ngerasa hati kosong, gelisah gak tau maunya apa",1.0
"Dah 3 minggu ni aku rasa penatt sgt. Jantung berdebar², badan seram sejuk, dlm kepala otak ni tak habis² fikir benda bukan². Rasa tak diperlukan, rasa diabaikan..Jiwa ni resah. Gelisah. Takut.",1.0
"Udah lama gak ngrasain ini tapi tadi malem kembali.Rasa gelisah, khawatir, rewel dahal laptop lagi dipinjem pengen suruh cepat balikin tapi gak berani yg berujung ngajak ribut masHam, gak nyaman pengen cepet cepet pulang ke rumah, padahal lagi jam 9 malam lebih",1.0
"Kenapa ya, susah banget ngontrol jadwal tidur akhir-akhir ini :( kayak ada hal yang di takutkan, cemas, padahal kepala udh pusing banget. Bisa tidur pun satu jam sebelum sahur. Sebelumnya ga ada gangguan tidur sama sekali padahal. Mata udh sakit, tapi susah di pejamin.",1.0
Sepertinya tiap mau tidur cemas gt kyk ga bsa tidur,1.0
pls mau tidur drtd gelisah mulu knp si,1.0
gelisah Gk bisa tidor hm,1.0
"3 malem loh gua gelisah, bengong trus tbtb nangis, dih sakit jiwa. Lemah bgt gua",1.0
Aku gak bisa bobo....Gelisah gak ada yg memeluk 🥴.Padahal biasa nya juga tidur gak ada yg meluk 😓,1.0
"syg! aku lagi cemas bgt dan ga ketahanan di diri aku sampe ngerasa aneh bgt fisik aku. Biasanya aku selalu minum obat dari dokter ku, tapi aku biasanya kalo lagi cemas minum obatnya malah kaya tambah cemas bgt, dan kalo pagi psti badan ku sakit semua. Aku harus gimana? (cont)",1.0
Bisa nda sih cemas berlebihan nda ganggu jam tidurku😥,1.0
