text,label
"Apakah benar kita lebih pantas dibanding mereka yang mendapatkannya? Kita gak tau, kita hanya melihat perjuangan kita tanpa melihat perjuangan mereka yang tidak terlihat oleh kita. Sederhananya, masing-masing sudah diberikan tempat oleh Tuhan dan tidak akan tertukar.",1
"Menggapai cita2 kadang bukan hal mudah. Cita2 pengen jadi dokter, tpi gak ada uang. Cita2 pengen jadi tentara tapi gagal tes kesehatan. Pengen jadi artis tpi orang tua pengen anaknya jadi insinyur. Ngiri gak sih sama orang2 yg dikasih kesempatan terbuka lebar tpi gak dimanfaatin?",1
"Kenapa sih kalau ada pilihan gak pernah ikutin kata hati, selalu meng iyakan padahal hati gk mauu, cuma karena sungkan sama tawaran orng -.- Astaga kalau udh begini, kepikiraan",1
"Kalo kalian lagi takut atau perasaan gelisah, kalian ngapain?",0
"Itu tersesat bgt. Yang seharusnya kamu belajar berbagai macam teori tentang sosial, di sini kamu dikasih berbagai macam angka dan rumus yg bikin gak nyaman, dan jatuhnya malah jadi orang paling tertinggal di kelas.",1
Kenapa setiap mau tidur pagi gue gelisah trs🤡🤡,1
"Ada manusia yg berusaha melihat nasib dan masa depannya, mereka mencari orang pinter utk meramal masa depannya, padahal sang peramalpun tidak pernah tahu masa depannya, ibarat orang buta dituntun orang buta demikianlah orang yg mengandalkan nasib dan masa depannya kepada peramal.",1
GAJE BGT SI RA TBTB GELISAH KEKK PAAAN SIHHH GBLOK,0
Terserang rasa gelisah,0
gmn ya masa cemas berkepanjangan ..,0
Mengendalikan rasa cemas tidak semudah kedengarannya..,0
"WesTerima kenyataan mbah, anak lanange lebih kelihatan muda menawan, tegap dan gagah, ketimbang suaminya Cemburuuuuu Suami merasa anak lanange lebih sering dibanggakan dari pada suamine dewe ",1
"(c.) jalan tol. Ia sungguh sedih mengingat kejadian-kejadian di kehidupannya. Tak kuat menahan sedih, dirinya mencoba mengakhiri hidupnya sambil menatap bayi Aurora yang tengah terlelap dan tersenyum. Tak kuasa melihat malaikat kecilnya yang begitu cantik mengurungkan niatnya (c",1
Gelisah malam ini,0
"Dari kemarin kemarin ngerasa ga mood, sensitiv bgt parah, perasaan gelisah, selalu dibuat kaget dan bnyk kejutan setiap harinya yg hampir bikin otak gue mo meledak, semua org jadi sasaran atas mood yg naik turun.Tpi hari ini ngerasa bersyukur banget drama perkuliahaan ini slesai",1
pengen beli pc tp kenapa ga ada gratis ongkir @ dah,0
"Setelah 20hari puasa dan saur gak pernah kesiangan, akhirnya di hari ke21 ngerasain makan saur supeerrr dupeerr ekspress, 1menit sebelum imsak baru bangun yassalaaam",1
km gk kgn aku?,0
usia 25 tahun idealnya punya apa aja?.kalo aku sih harus punya kamu,0
"[USERNAME] Pernah dikirimin kue sma temen pake Jne, seminggu ga nyampe. trus diganti sma pihak Jne nya. dikirim lagi, seminggu (lagi) nyampe tapi basi kuenya sampe nyusut :( setelahnya kapok, gamau lagi pake Jne.",1
"[USERNAME] intinya mah lakukan perubahan di dunia nyata aja apapun hasilnya, daripada cuma sampaikan opini di socmed yang seringnya malah nimbulin pro kontra tanpa merubah keadaan yg ada",1
Bikin cemas aja asu,0
Resah gelisah mengiringi,0
"[Askmf] coba deh sekali aja lu jd gue, ngrasain jatuh cinta diem diem, lu perhatian ke gue dan gue senengnya diem diem, tiba tiba dapet kabar lu jadian ama cewe lain juga gue diem. Diem diem sakit ndiri.",1
"Kayaknya beneran udah di tahap anxiety kalo tiap buka whatsapp. Rasanya beneran cemas, takut, deg degan, merasa bersalah, merasa useless. Pengen ngilang rasanya, tapi bahas tugas sama pameran disitu semua...",0
"Kaget dapet berita tetangga satu RT di Solo, masih 19 tahun meninggal dunia karena typus dan ambeyen. Diambilnya nyawa bener-bener ndak melihat umur. Innalillahi wa innailaihi ro'jiun, sending Al-Fatihah.",1
duh yaallah gelisah bgt,0
"Adf- my ada yang tau gak sih aku ini kenapa? Dari kemarin rasanya gelisah, kayak cemas/ khawatir berlebihan, tiba-tiba ngerasa sedih, takut aja. Tapi aku sendiri juga gak tau kenapa kok gini",0
"Pelajaran berharga dari perang saudara Palestina dan Israel. Sesama saudara harus saling mengasihi dan menyayangi bukan saling bunuh berkelanjutan provokator pihak ketigalah yang menang, bukan kedua belah pihak yang perang yang meraih kemenangan. Atas nama Tuhan mereka perang.",1
"Gimana ini rambut gua ga akan panjang2, orang tiap nyentuh pundak langsung potong lagiii 😭😭..mullet gua kmrn ilang kan di video, itu abis dipotong lagi. Gatel tangan inii nyentuh gunting mulu. AAAAAAAA.",0
"Siapa yg melakukan itu ke aku? Ya, teman-teman yg mostly adalah perempuan juga. Udah ga heran ngeliat perempuan dijahatin sesama perempuan. Aku pun mengalami",1
"[USERNAME] kalo aku tipe orang yang nabung tiap mau beli sesuatu. Kalo lagi gak ada yang di beli, paling susah nyimpen uang. Banyak banget godaannya :( #DGITM",1
"Kemarin lihat puisinya Adimas Imanuel yang judulnya Love Is Never Far From You, makdrandang ingat beberapa bulan sebelum #tumblr diblok, pernah bikin tulisan judulnya Cinta Itu Tak Pernah Terlalu Jauh. [URL]",1
aku kan cuman perempuan biasa. kecewa sakit hati patah hati ya akhirnya nangis juga.,1
"Sebenarnya sepi itu tidak ada, yang ada hanyalah kondisi lupa. Lupa bahwa tuhan selalu bersamamu . .",1
"Gw gasuka cemas anjir, gasuka wehhh😭",0
"Pengangguran ini bercita2 seperti tasya farasya ges, selama ramadhan beli lippen sampe 11 biji😔😔",0
chata.,0
"Aku sempet nonton beritanya wkt di thailand. Cuma karena ga ngerti bahasanya jadi aku diem aja nde  baru nyampe bali baru ngeh yang aku tonton berita tentang itu --""",1
Macet parah di Kemang. Disebelah mobil gw terparkir gerobak mie ayam yang luar biasa menggugah selera. Padahal baru ngeliat gerobaknya doank.,1
"Saya tidak pernah mendapatkan edukasi mengenai efek buruk dan bahaya merokok ketika di sekolah baik di SD, SMP atau SMA. Sama sekali. Tidak pernah ada edukasi, yang ada hanya sanksi kepada yang sudah terlanjur merokok tanpa berusaha melarang dan mencegah kami untuk merokok.",1
lebaran tinggal hitungan hari tapi kita belum sempat buat buka bareng :(,0
umur 9thn omongan kaya tante2 45thn -_-gue lebih suka sama bocah sd yang masih culun dan polos,1
"Well, jujur gw keluar air mata waktu denger kabar [USERNAME] ini bakal bubar. Banyak kesan yang bisa gw dapatkan disini. Bisa tertawa bareng bareng, diskusi bersama yah walaupun sebatas chat di group Line. Gak ada sepah sepuh fans disini, karna semua sama dan 1 Tujuan",1
JYP RIPEO JODEME,0
"seharusnya saya paham, saya hanya sekedar diizinkan bertamu dan bercerita. bukan untuk menulis hal baru dari kertas yang ada, saya hanya sekedar untuk menceritakan dari buku yang sudah saya bawa ketika buku itu sampai dihalaman terbaik ya sudah habis waktu saya dan harus pamit.",1
bae joohyun volta pra mimmm,0
"Emang ngerasa masih kurang banget pengalaman (kopi), sempet ngeshift di cafe tapi ternyata tidak sesuai ekspektasi, masih butuh dan pengen banget punya banyak pengalaman di bidang kopi, apa part time di ""coffee shop"" solusinya?",1
Malem ini ku gelisah sekaliiii huhu ada apakah gerangaann😓,0
"Sedi aku tuh baca2in komennya pada jahat2 bgt. Antara mau nyumpahin biar pada ngerasain tp kesiannnn krn ya digituin emg ga enak. Mau tau perasaan gue setelah kejadian itu? Lgsg ngerasa ga berharga, ga baik, malu, minder, dan masih banyak lagi. Apalagi emg aing orgnya traumaan.",1
"tidur susah, pikiran kacau, hati gelisah. Semua tak selaras",1
"Tak yakin ku kan mampu hapus rasa sakitku. Ku selalu perjuangkan cinta kita , namun apa salahku? Hingga ku tak layak dapatkan Kesungguhanmu. . .",1
"Ketika hatimu terlalu berharap kepada seseorang,maka Allah timpakan keatas kamu pedihnya pengharapan,Supaya kamu mengetahui bahwa Allah sangat mencemburui hati yang berharap selain Dia.Maka Allah menghalangimu dari perkara tersebut agar kamu kembali berharap pada-Nya",1
Masih harap2 cemas banget 😣,0
YA ALLAH,0
pusing guweh,1
"Bersamamu, aku ingin lupa pada sebuah kata pergi yg meninggalkan luka. Karna aku pernah kehilangan banyak hal yg aku miliki. Namun untukmu, aku siap kehilangan kembali banyak hal.",1
"Ijazah mendadak nyelip tu, langsung tiba2 kebayang perjuangan dikampus, penelitian, skripsi, de el el. Emang ya kudu gak ada dulu, baru berasa.",1
Apehal harini haus semacam ni. Baru 10.30 wehhh.,0
"Mencoba romantis,biar dikata lg ldr tapi..... Anjir naik motor 17 jam tak henti2 dengan kecepatan brpa dahh wkwkwk 17 jam itu sama saja seperti bolakbalik rumah-unj sebanyak 8kali tanpa istirahat [URL]",1
sumpah ya dari pagi rasanya gelisah terus,0
Td malam aku lupa masak nasi wkt sirine udh bunyi. Panik ga? Panik ga? PANIK LAA MASAK ENGGA😭,0
"Kadang secapek itu juga buat nahan hati buat gak blaming diri sendiri dan ngatain diri ini super bodoh dan mental tempe,tahu,risol berasa gorengan yg ampas-ampas gitu. Tapi gak boleh karena gimanapun juga diri ini udah bekerja keras berusaha",1
"Nah,seringnya nih msh ada oknum pejabat yg cm mau tunjangan sm duitnya aja, tp gak mau tgjwb atas isi dokumen atau kebijakannya. Bisanya nyalahin pelaksana. Untungnya di kantorku ndak ada yg spt itu.",1
Gelisah dan senang disaat bersamaan😭 gini banget,0
Ni-ki anak baik mbleeee😏iri ? Bilang boss,0
tapi hatinya mah tetep gelisah walau mulut ngomong,0
Ada mama murid yang rikues anaknya masuk di kelas saya. Di saat yang sama banyak murid yang hopeless ketika tau bakal masuk di kelas saya karena rumor yang beredar saya guru galak,1
padahal ga melakukan aktivitas yg melelahkan tapi bisa sakit-_- ga ngerti lagi gua,0
Terlalu cemas.Terlalu khawatir.Terlalu takut,0
Kenapa ya cemas susah ilang? Deg2an panik itu juga ganggu banget ga cuman nangis aja yang ganggu. Kayak hey wft!,0
gapernah nyangka sih gue bpd. gue kira gue cuma cemas dan depressed aja. ternyata worse than that,0
Sedang meratapi paketan jnt yang stuck.,0
kenal aja kaga dah gelisah,0
"(1) Kejadiannya baru banget tadi pulang nongkrong. Di stasiun manggarai jam 9an masih lumayan rame. Temen gw (cewek) pas lagi di tangga desak-desakan, pantatnya dipegang cowok. Dia ngadu ke gw.",1
"mau cerita kesiapa kalau udah kayak begini? hancur hidup ini pikirin dong gimana hati ku aku sedih, aku nangis sampai menetes air mata ini kayaknya lirik lagu sayang pia palen deh wkwkw",1
"Jadi, ini hari ketiga gue kenak gondongan. Auk darimana asalnya. Udah gerah ini rasanya tiap malam gak bisa tidur karna nyerinya sampe ke kepala",1
Hikssss [USERNAME] knp daerah jln jambon (kodya Yogyakarta) sering mati listrik?? mlm ini mati listrik lg. Knp oh knp di kota besar kok listrik sering mati,1
Diyana sakid Hati. Ia menggerogoti pensil untuk menghilangkan kesedihannha.,1
Kebiasaan bgt kalo udh cemas bawaannya sampe mau muntah😌,0
malas sekali ya dinas malam orang tidur saya kerja sh sekali cuma pengen libur th huft (at rumah seni triplek),1
"Males packing tiap mau pergi tuh plg males kalo suruh packing,pgnnya bs punya tongkat sihir trus lgsg masukin barang2ny k koper dgn rapi",1
Demi Tuhan capek banget sama cemas.,1
"sumpah aku gabisa tidur...tidur sih, tapi kek gak tidur...gelisah banget..",1
"berita Via Vallen dapet DM dari pemain sepak bola yang terkesan ""menggoda"" atau sexual harassment, liat komennya pada bilang lebay dan gak harus di publish karena hal kek gitu ""biasa aja"" dan parahnya yang nyinyir perempuan juga :') miris",1
"Akhir-akhir ini banyak orang pergi tanpa mengucap salam. Pergi, ditinggalkan, dan meninggalkan itu hal wajar, karena hidup ini bukan seperti simpul yang sekali terikat maka akan terikat selamanya. Keabadian tidak ada di dunia yang sekarang, mungkin di dunia selanjutnya.",1
"Kenapa sih, tiap kali mau lakuin sesuatu pasti gelisah..",0
hloo? wkwk udh lama ga jbjb mutual. akun ku mlah jd kliatan kyak bot rt ya😭 ..tbh akhir2 ini ak ngrasa cape. rasa cemas slalu tiba2 dteng tanpa sebab smpe ak mikir i hate myself even more. bhkan kmaren smpe di titik dmn pikiran nyakitin diri sndiri dteng ke otak ak,1
"Aku ksh yg ""ringan2"" yah. Walo ringan, masa iya adab bcr yg mengaku partai dakwah itu spt ini?? ",1
"Sebenernya badan ini kurang sehat dibawa makan susah, keringet dingin dari pagi tapi dibawa sehat untuk d'bawel apalagi ada acha. karna janji udh lama. Udh ke toilet 5x ditahan kalo gk ditahan bakal lebih, hmmm.",1
"Gw tu biasa beli shopee pake atm manual asal cocok jumlahnya di verifikasi otomatis, eh ini keenakan jadi teledor pake akun sepupu gw malah ga otomatis pesanannnya kecancel ya allah malih gw kapan ya berenti goblok",1
rip jyp,0
"takut, cemas, ga tau deh campur aduk rasanya",0
mau balikin dn dulu,0
ERA MAS BROMA QUE MI CULO SJJSEJHWHHFXBVXJK,0
"Jika masa lalumu masih tertanam diingatanmu dan kamu terus menurus mengingatnya,lalu untuk apa aku disampingmu? Apa aku hanya untuk tempat bersandarmu sementara~",1
Kalo ada konten showhyuk tidur deh,0
"izinkan aku memetik gitar, percayalah..semua keluh kesah, resah, gelisah, sedih serta galaumu akan hilang seketika",0
"Dulu, dia nampak seperti seorang lelaki yang lurus, innocent, baik, tapi aku dah tertipu habis sebab dah buta dengan perasaan cinta dan sayang dekat dia :(",1
"ded, rabu presentasi 2 kasus :')",0
aku pengen me time tapi takut karena aku orangnya bukan tipe panikan tapi suka cemas sendiri gatau kenapa,0
Ajak guengebacot,0
Sulit menerima kenyataan memang bahwa ada sebagian yang menganggap ketika kita berinteraksi dengan satu orng dari satu golongan tertentu kita langsung mengatakan golongan tertentu sesaat tanpa kita mempelajari secara utuh dan mengklaim diri kita paling benar.,1
Tadi pas diajakin makan akunya emang lg eneg bgt. Pdhal buka puasa jg minum air putih doang tp perut eneg bgt:( giliran skrg aja laper bgt manusyaaa~,1
Ya nasib 3 thn eh 4 thn sudah nggak lebaran di rumah plus lebaran ini sepertinya begitu....padahal bayangannya tahun ini lebaran dirumah nyatanya lebaran dikantor (lagi #nasib #alhamdulillah,1
"Helloo, Liburan Kapan Liburan... Kerja teyuss, Lebaran pun ON teyus Liburan Sekolah udah mau Selesai  elisoulea . . . . . #kapanliburanlagi",1
"[USERNAME] aku merasa gagal menjadi teman, aku tadi cuman mau bohong tapi jawaban mu seperti itu, termakan sendiri aku, sedih wed, maaf yaa",1
"Yang saya lakukan ketika mikir keras : 1. Mantengin leptop berharap dapat ide. Buntu. 2. Nyetel musik berharap merilekskan otak, biar ada inspirasi. Buntu. 3. Glibag-glibug di kasur, merenung sambil meluk bantal. Kemudian ketiduran.",1
Kok rada-rada cemas ya saya :(,0
"Turut Berduka, Atas Gempa di Lombok. Sepertinya niatan saya ke Rinjani harus ditahan dulu, Semoga tidak ada lagi korban dan gempa susulan. [URL]",1
Baru lihat kabar Teman nge gosip dan penuh info itu telah pergi selamanya bulan lalu Pantas semua ndak aktif Semoga tenang bersama Tuhan di surga ya...,1
"Oke.. coba koreksi ini, sebagian besar org Indonesia males dibuat pinter, tapi justru happy dibuat bodoh. #HentikanAcaraPembodohan #SaveTelevisiIndonesia #KPI cc [USERNAME]",1
Aku terus tak jadi kecewa lepas amad requested to follow ni. Monday blues what????,0
astagah! sifat humoris scorpio adalah sebuah topeng untuk menutupi semua luka hidupnya #kiscorp,1
"Knp pikiran2 di masa dpn selalu membuat cemas, padahal blm tentu terjadi. Whyyyyyy? Sampe pusing bgt ni kepala. Pdhl udah nyemangatin diri sendiri buat tenang, sabar, pelan-pelan. Obatnya ada ga sihhh",0
"3hari lagi. Pasti akan ada orang yg tiba tiba ingin tau segala sesuatu tentang dirimu. Mulai dari pasangan, karir, tabungan, pendidikan, kehidupan, bahkan sampai hal tidak penting seperti harga pakaian yg sedang kamu pakai hari itu..Tidak usah dijawab, karena itu cuma basa basi.",0
"Menjadi tempat berkeluh kesah, teman cerita, teman makan. Bahkan sering lontaran ""kak ayok makan"" yang aku rindukan saat jauh dan harus menunggu waktu liburan untuk kembali jumpa menumpahkan rindu #HonorIndonesia",1
makin cemas aja anjir ini mah 😭,0
"Kopi siang ini rasanya sangat pas, sperti saat kamu memilih pergi dengan dia yang kau rasa pantas, Namun meninggalkan luka yang masih sangat membekas.. Sperti sisa kopi ampas kopi",1
Gelisah bertanda apa ya -_-,0
sakit memang melepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita bertahan dengan orang yang salah ouw! </3,1
"Iyaaa kaaaann , selama pesantren semua kegiatannya tu berkesan sampe skg esq sampe malem banget tp tar pas muhasabah melek lg trus jd sedih kangen org tua",1
"hati gelisah, tidurpun jd susah.",0
Duda = viih tube 🚿👎,0
mengapa bgtu gelisah? yg pasti bukan krna thr tanpa tukin. ..tpi smua krna koe,0
"ngerasa takut sama mamah sendiri. kalo ada di deket mmh, tubuh langsung keringetan, cemas, jantung deg degan kenceng bgt",0
"Kadang saya rindu. Rindu ketika awal kita berkenalan, rindu ketika kamu selalu ada waktu, dan rindu canda tawa yg kita ciptakan pd setiap chat. Ya lord",1
"Penyakit andalan dr jaman sma ampe skrg Pinggang encok Antara salah tidur, kurang minum air putih atau sudah tnggl hitung kalender saja",1
Sedih lihat kondisi rahtawu sekarang kyk gini.... lebih suka kondisi rahtawu yang dulu sepi dan alami... . . #sekitarkudus #infosekitarkudus #kudus #riprahtawu [USERNAME] [URL],1
"kenapa ya kayaknya malem ini gue gelisah, sedih kayak pengen nangis tp gatau sedihin apa",0
"bebersih sendal, kaliaja ntar pas lebaran ada yg ngajak jalan yakan.",0
Penerimaan siswa Sek Neg favorit dgn sistim zona byk menuai kontra khususnya bg siswa yg pandai ortunya tdk mampu. Perband 85 0/0 : 15 0/0 yg mampu &amp,1
Orang ruangan pada belanjaaaaa mulu ke mall..akunya ditinggal sendiri. Sobat kismin pura-pura bijak sok mau membelanjakan kepada hal hal berguna. HILIH.,1
"00.15 Kalo lagi laper jam segini di jakarta gampang nyari makan, sedangkan disini? Ada makanan sisa buka aja udah bersyukur Dan iya, gue laper sekarang",1
-11fess mulai lg ni tiap malem gelisah:)))),0
mulai gelisah 😫,0
"Tidak ada maksud untuk melemahkan negara Islam secara umumnya, tapi persatuan bangsa Islam kapan terwujud, dan saya melihat yg Turki dengan Erdogan nya sudah berbuat, tapi belum cukup, saya sebagai seorang Muslim melihat nya keterlaluan yang di perbuat Israel laknatullah, [URL]",1
"Yah kalo mau ""ke jalan lebih baik"" apa gak bagusan di kasi aja alat musik itu ke kawan kawan yang berbeda ""servernya"", kalo gak mau temen temen yang sama ""servernya"" terjerumus ke hal yang kau maksud tidak baik itu. Jangan di hancurkan lah..",1
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0
Ya Allah ak cuma minta hidup aman tentram dan damai tanpa dihantui rasa cemas doang ya Allah 😩😩,0
Ya masalah dia mau masuk partai penista Agama itu hak pilihan dia... yg di sayang kn sbaik nya tdk Usah membawa bawa Nama Allah dn membawa bawa nama HRS tuk k pentingan Pribadi,1
"Entah sampai kapan gue bisa pergi jalan tanpa ada perbebatan dulu. Ya gini emg anak sulung, mau pergi aja ga dibolehin gegara adek nangis kejer dan pengen ikut. Nempel mulu udh kek perangko hm:""",1
"tanyarl kenapa ga akhir akhir ini aku suka gatenang pas udah diatas jam 9 an, padahal lagi ga ada masalah. Gimana sih cara supaya mencegah gelisah?",0
"dulu aku begitu menginginkanmu menjadi nadi pada pergelangan tanganku, waktu berjalan, berlalu bersama iringan sunyi kini kau hanyalah sebuah jantung, yang bahkan degupnya tak ingin ku dengar.",1
Usia 25 aku masih tidur dan mondok di pesantren,0
Aku rindu hujan. Di mana pertama kali kita bertemu setelah jarak yang memisahkan. Kemudian aku membenci hujan. Di mana saat itu kamu mengucap kata perpisahan.,1
Cuti2 pun standby depan pc 😅 sebab office tak cuti lagi,0
kasihan yg udah ngincer sekolahan pake usaha belajar dan nilai ya... sktm kalo nilai bagus gpp... harusnya ada evaluasi bagi yg sktm tapi gak sesuai target nilai dimutasi gt... kenapa sekolah gak pake sistem mutasi,1
Tak perlu berlari cukup menapaki satu persatu batu yang sedang dipijaki secara perlahan dan resapi tanpa ada rasa cemas penuh emosi,0
"video yg diatas yg tulisannya ""dulu"" itu pas kapan? Di ILC jg ya? Bahas tentang apa itu? Iya kecewa sama Pak Mahfud. #IslamSelamatkanNegeri #SedihRasanya",1
"[USERNAME] [USERNAME] [USERNAME] Iyaa . Soalnya efek setelah speak up itu beragam, dan lebih banyak yg jatuhin sih untuk yg aku lihat saat ini dan itu malah makin menggerus mental. Mungkin yg ngatain speak up itu lebay dsb mental mereka mental pe",1
Ku ingin hembuskan gelisah di dada dengan nafasku,0
Aku berdansa di ujung gelisah.Mendambakan jiwa yang kehilangan arah,0
Kenapa yang berkeliaran vampire tuak semua? Padahal pengen liat yang muda-muda.,0
Resah dan gelisah,0
"Ngga boleh cemburu,.Kalau dia milih yang lain itu hak dia,.Gak usah berharap lebih.",0
"btw pala gua selalu pusing pas bangun tidur,ditambah rasa gelisah setelah tadi ngeluarin uang pribadi buat biaya sekolah huft",0
"masrakat nelayan di kbt merauke papua, resa dan gelisa karna lambatnya keluar surat surat (dukumen) kapal nelayan bakkan ada sampai tahunan,padahal masrakat nelayan menbayar mahal sampai 20 jutaan ditanba maraknya pungutan liar..",1
[USERNAME] Kasian FH bangun pagi. Tdk ada kerjaan ( mau ke kantor PKS. Tdk di Terimah( tdk ada info2 dari kawan2 di PKS ( mau ke kawan lain Bedah partai. ( mau ke pemerintah . Sudah tdk di akui dari partai mana kasih juga Yah. Balik kampung saja,1
kamu tuh suka munafik padahal sering liat aktivitas aku mirip gimana tapi tidak-pernah mau nyapa duluan :(,1
"[USERNAME] Smua org pasti beda"" [URL] aq krja gini jg aq target.krna dr keluarga yg sgt sdrhana .. stiap pemasukan aq catat n hnya seperlunya yg aq beli.sisanya dtabung.sdh ada niat untuk brhnti [URL] ada"" aj cobaan'",1
nonton youtube apa ya biar ga gelisah,0
Bukannya semakin tenang malah semakin gelisah hati ini,0
"Baru kali ini gue ngalamin gangguan kecemasan dalam tidur, dan itu gak enak banget. Padahal lagi gak mikir apa2, tapi gelisah",1
"Iyaa udh pgn ikut, tp dr kmrn malemnya kyk kurg enak badan, pilek batuk.. ehh ktrusan samp sore, jd gak enak mau prgi2 pgn halal bi halal ath ntr.. yuukkk",1
Iya tau ko paham juga yang namanya perpisahan itu ga enak .. Tapi tergantung bagaimana kita menyikapinya .. Dan ga harus membenci .. apalagi sama mereka yg ga salah apa.. cukuplah dengan sikap kenakan seperti itu. Lagi.,1
"Ketika orangtua udah bilang : nak, besok2 kalo beli baju jangan kaos pendek gitu lagi. Beli baju yg bagus2 yg bisa buat jamiyahan dirumah.",1
[USERNAME] Anak2 tetangga main mercon dari sore sampe malem. Jedar jedor suaranya mau dimarahin tapi masih anak2. Yaudah istighfar aja. Mercon yang mendekatkanku pada-Nya.,1
